author_id,labels
15591,3
15592,3 8
15593,3
15594,5
15595,5 8
15596,6
15597,5
15598,5
15599,5
15600,5
15601,5
15602,5
15603,5
15604,5
15605,9
15606,9
15607,9
15608,9
15609,9
15610,5
15611,5
15612,5
15613,9
15614,9
15615,6 9
15616,1
15617,1
15618,2 5
15619,1 2 5 8
15620,2 5
15621,2 5
15622,2 5
15623,2
15624,5
15625,8
15626,8
15627,8
15628,1 6
15629,5
15630,5
15631,5
15632,9
15633,3 8
15634,3
15635,5
15636,5
15637,5
15638,5
15639,5
15640,5
15641,5
15642,5
15643,2
15644,2
15645,5
15646,5
15647,2
15648,3
15649,3
15650,3
15651,8
15652,8
15653,8
15654,5 7
15655,2 3 5
15656,2 3 5
15657,3
15658,3
15659,3
15660,3
15661,3
15662,3
15663,9
15664,9
15665,9
15666,2 9
15667,9
15668,9
15669,7 8
15670,3
15671,3
15672,3
15673,3
15674,0 1 5
15675,5
15676,5
15677,7
15678,7 9
15679,5 7
15680,7
15681,3
15682,3
15683,3 5
15684,5
15685,5
15686,5
15687,5
15688,2 5
15689,3
15690,5
15691,2
15692,2
15693,5
15694,5
15695,7
15696,7
15697,7
15698,7
15699,6
15700,0 1 6
15701,0
15702,0 1
15703,0 1
15704,0 1
15705,3 5
15706,5
15707,3 5
15708,5
15709,5
15710,2 5
15711,5
15712,5
15713,2 5
15714,5
15715,5
15716,3 8
15717,8
15718,3
15719,2 3
15720,3
15721,3
15722,3
15723,5
15724,5
15725,5
15726,3 5
15727,9
15728,5
15729,5
15730,2
15731,9
15732,9
15733,9
15734,2 5
15735,2
15736,5
15737,5
15738,5
15739,5
15740,8
15741,8
15742,3
15743,3
15744,5
15745,5
15746,9
15747,9
15748,5
15749,2
15750,2
15751,2
15752,5
15753,5
15754,9
15755,1 6
15756,6
15757,6
15758,0 1
15759,1 5
15760,1
15761,5
15762,5
15763,9
15764,5
15765,0 1
15766,1
15767,0 1
15768,8
15769,8
15770,8
15771,8
15772,8
15773,8
15774,8
15775,0
15776,0
15777,6
15778,1 5 6
15779,6
15780,2
15781,2
15782,2
15783,5 8
15784,5
15785,5
15786,5
15787,5
15788,5
15789,5
15790,5
15791,5
15792,5
15793,5
15794,5
15795,9
15796,5
15797,9
15798,9
15799,2
15800,2
15801,5
15802,5
15803,5
15804,5
15805,5
15806,5
15807,3
15808,5
15809,5
15810,5
15811,3 5
15812,9
15813,5 9
15814,9
15815,9
15816,9
15817,2
15818,2
15819,9
15820,2 9
15821,9
15822,3
15823,1
15824,8
15825,7 8
15826,5
15827,5
15828,3 8
15829,3
15830,3 8
15831,3
15832,3 5
15833,5
15834,5
15835,2
15836,5
15837,5
15838,5
15839,5
15840,8
15841,8
15842,8
15843,2
15844,2
15845,2
15846,5
15847,5
15848,0
15849,1
15850,1
15851,1
15852,5
15853,6
15854,6
15855,5
15856,5
15857,5
15858,5
15859,5
15860,2
15861,2
15862,5
15863,5
15864,5
15865,5
15866,5
15867,6
15868,5
15869,9
15870,9
15871,9
15872,9
15873,2
15874,2
15875,2
15876,2
15877,2
15878,7
15879,7
15880,7
15881,5
15882,5
15883,5
15884,5
15885,5
15886,2
15887,2
15888,0
15889,0 1 2
15890,7
15891,7 9
15892,7 9
15893,5
15894,5
15895,5
15896,5
15897,9
15898,9
15899,9
15900,5
15901,5
15902,1
15903,1
15904,6
15905,3
15906,5
15907,7
15908,7
15909,0 5
15910,3
15911,3
15912,3
15913,3
15914,5
15915,5
15916,5
15917,2
15918,0
15919,0
15920,0 6
15921,0
15922,0
15923,0
15924,5
15925,5
15926,3
15927,3
15928,5
15929,2 5
15930,5
15931,2 3 5 9
15932,5
15933,3 8
15934,3 8
15935,3 8
15936,5
15937,5
15938,5
15939,5
15940,5
15941,5
15942,5
15943,3 8
15944,8
15945,8
15946,8
15947,2 5
15948,2 5
15949,6 7
15950,3
15951,3
15952,3
15953,2
15954,2
15955,5 8
15956,5
15957,5 8
15958,5 8
15959,7
15960,2 5
15961,2 5
15962,5
15963,8
15964,1
15965,1
15966,1
15967,1
15968,5
15969,5
15970,5
15971,5
15972,5
15973,5 8
15974,2 3 5
15975,0 2 3 7 8
15976,2
15977,2
15978,2
15979,2 5
15980,2 5
15981,5 7
15982,5 7
15983,5 7
15984,5 7
15985,5
15986,5
15987,5
15988,5
15989,2 5
15990,5
15991,5
15992,5
15993,3 5
15994,7
15995,3
15996,3
15997,3
15998,3
15999,3
16000,3
16001,1
16002,1
16003,1
16004,1 3
16005,1 7
16006,2 5
16007,2
16008,2 5
16009,2
16010,2 5
16011,2
16012,2
16013,2
16014,2
16015,2
16016,2
16017,2
16018,3
16019,3
16020,6
16021,0 6
16022,2
16023,9
16024,2
16025,5
16026,3 5
16027,5
16028,5
16029,5
16030,5
16031,9
16032,9
16033,9
16034,5
16035,5
16036,5
16037,5
16038,5
16039,2
16040,2
16041,2
16042,2
16043,2
16044,5
16045,5
16046,0 6
16047,7
16048,7
16049,7
16050,7
16051,7
16052,7
16053,2
16054,2 5
16055,2 5
16056,5
16057,5
16058,5
16059,5
16060,5
16061,2
16062,2
16063,2
16064,5
16065,0
16066,0
16067,0
16068,5 7
16069,5 7
16070,5
16071,5
16072,5
16073,5 8
16074,2 5
16075,8
16076,5
16077,5 6
16078,5
16079,3
16080,5
16081,5
16082,5
16083,5
16084,5
16085,5
16086,3
16087,3
16088,3
16089,5
16090,5
16091,5
16092,1
16093,1
16094,1
16095,1
16096,1
16097,3
16098,3
16099,3
16100,5
16101,5
16102,8
16103,8
16104,8
16105,3
16106,3
16107,6
16108,6
16109,6
16110,1
16111,1
16112,1
16113,2
16114,2
16115,3
16116,3 5 8
16117,3 5
16118,2
16119,2
16120,1
16121,0 5 6
16122,6
16123,5
16124,5
16125,5
16126,5
16127,0 1
16128,5
16129,5
16130,2 7
16131,5
16132,5
16133,5
16134,5
16135,5
16136,5 7
16137,5
16138,5
16139,2
16140,2
16141,2
16142,2 3 5 7
16143,2
16144,2
16145,3
16146,3
16147,2 3 5
16148,3
16149,0
16150,0
16151,0
16152,0 5 7
16153,0
16154,3
16155,3 8
16156,3
16157,3
16158,2 5
16159,3 5
16160,2
16161,8
16162,8
16163,8
16164,8
16165,8
16166,8
16167,8
16168,8
16169,2 3
16170,5
16171,2
16172,2
16173,2
16174,2
16175,2
16176,7
16177,5 7
16178,6
16179,6
16180,5
16181,5
16182,5
16183,5
16184,5
16185,5
16186,5
16187,5
16188,5
16189,2 7
16190,2
16191,2
16192,3
16193,3
16194,2
16195,2
16196,2
16197,5
16198,5
16199,5
16200,9
16201,9
16202,9
16203,9
16204,2
16205,5
16206,5
16207,5
16208,5 7
16209,3
16210,3
16211,2 3
16212,2 3
16213,3
16214,3
16215,5
16216,5
16217,5
16218,5
16219,5
16220,5
16221,5
16222,7
16223,5 7
16224,7
16225,2
16226,3
16227,3
16228,3
16229,5
16230,5
16231,5
16232,5
16233,5
16234,6
16235,1 6
16236,6
16237,5
16238,5
16239,2
16240,2
16241,5
16242,5
16243,5
16244,5
16245,5
16246,5
16247,0
16248,0
16249,0
16250,0
16251,0
16252,0 1
16253,1
16254,5
16255,5
16256,5
16257,5
16258,5
16259,8
16260,8
16261,3
16262,3
16263,3
16264,3
16265,0
16266,6
16267,6
16268,6
16269,6
16270,3 5
16271,5
16272,5
16273,5
16274,5
16275,5
16276,5
16277,5
16278,1
16279,9
16280,9
16281,9
16282,9
16283,5
16284,3
16285,8
16286,8
16287,2 8
16288,5
16289,5
16290,5
16291,5
16292,5
16293,5
16294,2
16295,2
16296,2 3
16297,2 3
16298,2
16299,5
16300,3 5
16301,8
16302,9
16303,9
16304,9
16305,5
16306,5
16307,5
16308,5
16309,8
16310,3
16311,3
16312,3
16313,2 3 5 9
16314,1
16315,1
16316,1
16317,1
16318,1
16319,1
16320,0 1
16321,1
16322,5
16323,2
16324,2
16325,2
16326,1
16327,1
16328,1
16329,7
16330,7
16331,7
16332,8
16333,5
16334,5
16335,5
16336,5
16337,5 8
16338,3 5 7 8
16339,3
16340,3
16341,3
16342,5
16343,9
16344,9
16345,8
16346,8
16347,5
16348,5
16349,5 6
16350,5
16351,0
16352,0
16353,0
16354,2
16355,2
16356,2
16357,2
16358,2
16359,5
16360,1 5
16361,5
16362,5
16363,5
16364,5
16365,5
16366,5
16367,5
16368,5
16369,1 9
16370,5
16371,2 5
16372,5
16373,5
16374,5
16375,5
16376,5
16377,5
16378,5
16379,5
16380,5
16381,5
16382,3
16383,8
16384,5
16385,5
16386,5
16387,3
16388,2 3
16389,3 8
16390,8
16391,8
16392,2
16393,2
16394,2
16395,2
16396,2
16397,3
16398,3
16399,3
16400,3
16401,3
16402,2
16403,2
16404,9
16405,9
16406,7 9
16407,5
16408,5
16409,5
16410,5
16411,2
16412,2
16413,2
16414,5
16415,3
16416,6
16417,2 5
16418,2
16419,5
16420,5
16421,5
16422,5
16423,5
16424,5
16425,3
16426,3
16427,3
16428,3
16429,3 8
16430,3
16431,2 3
16432,3
16433,3
16434,3
16435,9
16436,1
16437,9
16438,2 5
16439,2
16440,2
16441,2
16442,2
16443,2 5
16444,2 5
16445,5
16446,5
16447,5
16448,5
16449,6
16450,6
16451,6
16452,2
16453,2
16454,5
16455,5
16456,5
16457,3
16458,3
16459,3
16460,5
16461,5
16462,5
16463,0 1
16464,0 3
16465,0
16466,0
16467,0
16468,2
16469,2
16470,2
16471,2
16472,2
16473,2
16474,5
16475,5
16476,5
16477,5
16478,5
16479,2
16480,2
16481,5
16482,5
16483,2
16484,2
16485,2
16486,2
16487,2 5
16488,2
16489,2
16490,2
16491,8
16492,8
16493,8
16494,2 5
16495,2
16496,5
16497,5
16498,5
16499,5
16500,5
16501,3 5
16502,5
16503,5 8
16504,8
16505,2
16506,2 5
16507,2 6 8
16508,2
16509,2
16510,8
16511,5
16512,0
16513,0
16514,2
16515,2
16516,2
16517,2
16518,2
16519,2
16520,3
16521,3
16522,8
16523,8
16524,3 8
16525,2 5
16526,7
16527,7
16528,9
16529,9
16530,0 9
16531,5 9
16532,5
16533,5
16534,5 7
16535,5
16536,5
16537,8
16538,5 7
16539,5 9
16540,5 9
16541,2
16542,1
16543,1
16544,1
16545,2
16546,2
16547,2
16548,2
16549,5
16550,5
16551,5
16552,5
16553,5
16554,5
16555,5
16556,5
16557,5
16558,2
16559,0 2
16560,2
16561,3
16562,3
16563,3
16564,3
16565,1
16566,1
16567,1
16568,1
16569,5
16570,5
16571,5
16572,5
16573,5
16574,5
16575,3 5
16576,8
16577,8
16578,8
16579,7
16580,5 7
16581,7
16582,9
16583,9
16584,7 9
16585,7 9
16586,9
16587,5
16588,5
16589,5
16590,5
16591,5
16592,5
16593,1
16594,1
16595,1 5
16596,9
16597,9
16598,9
16599,9
16600,9
16601,9
16602,9
16603,5
16604,5
16605,5
16606,0 1 2 5
16607,5
16608,5
16609,5
16610,5
16611,5 8
16612,3 7
16613,5
16614,5
16615,5
16616,5
16617,5
16618,5
16619,2 5
16620,2 5
16621,2 5
16622,5
16623,0
16624,3
16625,3 8
16626,0
16627,0
16628,0
16629,0 2
16630,1
16631,0 1
16632,0 1
16633,0 1
16634,0 1
16635,6
16636,6
16637,5
16638,3 5
16639,5
16640,5
16641,5
16642,3 5
16643,3 5
16644,2
16645,2 5
16646,0 8
16647,0
16648,8
16649,3 8
16650,8
16651,2
16652,2
16653,2
16654,2
16655,5
16656,5
16657,5
16658,5
16659,5
16660,2 5
16661,5
16662,5
16663,5
16664,3
16665,3
16666,3
16667,8
16668,3 8
16669,8
16670,8
16671,8
16672,0
16673,0 6
16674,1
16675,1
16676,3 5
16677,3
16678,3 5 9
16679,3
16680,7
16681,5 7
16682,6
16683,0 6
16684,0 6
16685,5
16686,1
16687,1
16688,1
16689,5
16690,5
16691,5
16692,2 5
16693,2
16694,2
16695,8
16696,3 5 8
16697,9
16698,9
16699,9
16700,9
16701,9
16702,9
16703,3 9
16704,3
16705,3
16706,3
16707,5
16708,5
16709,5
16710,5
16711,5
16712,5
16713,5
16714,5
16715,6
16716,5
16717,8
16718,8
16719,5
16720,5
16721,5
16722,5
16723,5
16724,5
16725,5
16726,5
16727,5
16728,2 5
16729,2
16730,2
16731,5
16732,5
16733,5
16734,5
16735,5
16736,2
16737,5 9
16738,2 5 9
16739,8
16740,3 5 8
16741,8
16742,8
16743,5
16744,2 3
16745,2 7
16746,2 7
16747,2
16748,5 7
16749,5
16750,1 5 6
16751,5
16752,2
16753,0 1
16754,3
16755,3
16756,2 5
16757,2 5
16758,2 7
16759,2 7
16760,2
16761,2
16762,5
16763,5 7
16764,5 7
16765,8
16766,8
16767,2
16768,2
16769,6
16770,3 8
16771,3 5 8
16772,3
16773,3 8
16774,5 8
16775,5 8
16776,5 8
16777,5 8
16778,5 8
16779,8
16780,3 8
16781,3 8
16782,1
16783,1
16784,1
16785,1
16786,1
16787,5
16788,3
16789,3
16790,3 5
16791,3
16792,3
16793,2
16794,1
16795,1
16796,1
16797,1
16798,1
16799,1
16800,1
16801,9
16802,9
16803,9
16804,9
16805,9
16806,9
16807,9
16808,3 5 7
16809,5
16810,1
16811,1
16812,8
16813,5
16814,5
16815,5
16816,5
16817,5
16818,8
16819,8
16820,8
16821,8
16822,3
16823,3
16824,3 5
16825,8
16826,8
16827,8
16828,8
16829,8
16830,8
16831,8
16832,8
16833,8
16834,9
16835,7 9
16836,9
16837,6
16838,0 5 6
16839,0 1 6
16840,6
16841,0 6
16842,5
16843,5
16844,5
16845,5
16846,5
16847,5
16848,5 9
16849,5
16850,2
16851,5
16852,5
16853,5
16854,9
16855,5
16856,5
16857,5
16858,2
16859,2
16860,2
16861,8
16862,5
16863,5
16864,5 7
16865,5
16866,0
16867,8
16868,2
16869,2
16870,5
16871,5 8
16872,5
16873,2
16874,2
16875,5 7
16876,5
16877,5 7
16878,2
16879,2
16880,2
16881,5
16882,5
16883,2 5
16884,5
16885,8
16886,3
16887,0
16888,0 5
16889,0
16890,6
16891,6
16892,6
16893,5
16894,5
16895,5
16896,5
16897,5
16898,5
16899,0
16900,0
16901,0
16902,5
16903,5
16904,9
16905,3
16906,8
16907,3
16908,3 5
16909,0
16910,3 8
16911,8
16912,8
16913,7
16914,7
16915,5
16916,5
16917,5
16918,5
16919,5
16920,2
16921,2
16922,2
16923,2
16924,5
16925,3 5 8
16926,5 8
16927,2
16928,2
16929,2
16930,2
16931,2
16932,2
16933,5
16934,2 5
16935,5
16936,5
16937,5
16938,2
16939,2
16940,5
16941,5
16942,5
16943,7
16944,7
16945,8
16946,8
16947,8
16948,9
16949,9
16950,5
16951,2
16952,2
16953,7
16954,7
16955,7
16956,7
16957,2
16958,8
16959,8
16960,8
16961,0 1 6
16962,2
16963,5
16964,5
16965,5
16966,5
16967,5
16968,5
16969,5
16970,5
16971,2 5
16972,2
16973,2
16974,1
16975,1
16976,1 5 9
16977,5
16978,5
16979,5
16980,5
16981,5
16982,2 5
16983,2
16984,2 5
16985,2
16986,7
16987,7
16988,7
16989,5
16990,5
16991,5
16992,5
16993,2
16994,2
16995,2
16996,2
16997,2
16998,2
16999,9
17000,3
17001,5
17002,5
17003,7
17004,5
17005,5
17006,5
17007,5
17008,3
17009,3
17010,5
17011,2
17012,2
17013,2
17014,2
17015,2
17016,2
17017,2
17018,8
17019,5
17020,5
17021,5
17022,5
17023,5
17024,5
17025,5
17026,5
17027,9
17028,5 9
17029,7
17030,7
17031,7
17032,7
17033,7
17034,6
17035,3 5
17036,5
17037,5
17038,5
17039,7
17040,7
17041,7
17042,0
17043,0
17044,5
17045,5
17046,5
17047,5
17048,5
17049,2
17050,2 5
17051,0
17052,0 6
17053,5
17054,5
17055,5
17056,3
17057,3
17058,3
17059,1
17060,1
17061,1
17062,2
17063,2
17064,2 5
17065,2 5
17066,5
17067,5
17068,5
17069,1
17070,1
17071,9
17072,9
17073,6
17074,6
17075,5
17076,5
17077,5
17078,5
17079,3 8
17080,5
17081,5
17082,5
17083,5
17084,1
17085,1
17086,1
17087,1
17088,1
17089,1
17090,1
17091,1
17092,1
17093,1
17094,6
17095,5
17096,5
17097,5
17098,5
17099,0
17100,0
17101,3 8
17102,5
17103,5
17104,5
17105,5
17106,5
17107,3
17108,3
17109,3
17110,2
17111,2
17112,7
17113,7
17114,7
17115,7
17116,7
17117,9
17118,5
17119,5
17120,6
17121,6
17122,1 6
17123,5
17124,5
17125,2
17126,5
17127,5
17128,5
17129,2
17130,2
17131,2
17132,2
17133,2
17134,2
17135,8
17136,8
17137,2
17138,1
17139,1
17140,1
17141,7
17142,5 7
17143,7
17144,7
17145,0
17146,5
17147,5
17148,1 5
17149,1
17150,2
17151,2
17152,2
17153,2
17154,2
17155,5
17156,5
17157,2
17158,5
17159,5
17160,2
17161,8
17162,8
17163,8
17164,8
17165,8
17166,5
17167,2
17168,2
17169,2
17170,2
17171,3
17172,8
17173,8
17174,8
17175,8
17176,8
17177,8
17178,8
17179,8
17180,8
17181,5
17182,5
17183,5
17184,1
17185,5
17186,5
17187,5
17188,5
17189,5
17190,5
17191,5
17192,5 7
17193,1
17194,1
17195,5
17196,5
17197,5
17198,5
17199,5 7
17200,3
17201,2 3
17202,3 7
17203,2 3
17204,5
17205,7
17206,7
17207,7
17208,7
17209,5
17210,5
17211,5
17212,5
17213,2 5
17214,2 5
17215,2
17216,2
17217,2
17218,5
17219,5
17220,5
17221,5
17222,5
17223,8
17224,3 8
17225,2
17226,1
17227,1
17228,5
17229,5
17230,2 7
17231,7
17232,7
17233,7
17234,5
17235,5
17236,5
17237,5
17238,5
17239,5 8
17240,5
17241,5
17242,5
17243,5
17244,3
17245,3
17246,5
17247,5
17248,8
17249,2 3
17250,5 7
17251,5
17252,5
17253,5
17254,2
17255,2
17256,2
17257,2
17258,1
17259,1
17260,1
17261,1
17262,1
17263,1
17264,1
17265,0 1
17266,5
17267,5
17268,5
17269,5
17270,5
17271,3 8
17272,3 8
17273,3 8
17274,1
17275,1
17276,0 1
17277,1
17278,5
17279,5
17280,2
17281,2
17282,5
17283,5
17284,5
17285,5
17286,5
17287,5
17288,5
17289,5
17290,5
17291,5
17292,5 9
17293,5
17294,5
17295,8
17296,8
17297,8
17298,1
17299,3 5
17300,3
17301,3 5
17302,3 5
17303,2
17304,2
17305,5
17306,5
17307,5
17308,5
17309,5
17310,5
17311,8
17312,8
17313,7 8
17314,9
17315,9
17316,5
17317,5
17318,5
17319,5
17320,5
17321,5
17322,8
17323,8
17324,8
17325,2 5
17326,2 5
17327,2
17328,2
17329,2
17330,2
17331,2
17332,2 5 7
17333,2
17334,2 5
17335,2
17336,2
17337,2
17338,2
17339,2
17340,2
17341,1
17342,5
17343,8
17344,3 8
17345,3
17346,3
17347,3
17348,5
17349,2
17350,3
17351,7
17352,7
17353,7
17354,7
17355,7
17356,3 8
17357,5
17358,5
17359,2
17360,5 8
17361,2
17362,2
17363,2 3 5
17364,2
17365,2
17366,2
17367,3
17368,1 3
17369,5
17370,5
17371,5
17372,5
17373,5
17374,5
17375,5
17376,9
17377,9
17378,9
17379,9
17380,9
17381,9
17382,9
17383,7
17384,7
17385,7
17386,5
17387,5
17388,5
17389,5
17390,5
17391,5
17392,5
17393,3
17394,3 8
17395,3
17396,3
17397,9
17398,9
17399,9
17400,2 3 5
17401,5
17402,0
17403,6
17404,6
17405,2
17406,2
17407,2
17408,5
17409,5
17410,5
17411,5
17412,5
17413,5
17414,5
17415,5
17416,5
17417,5
17418,5
17419,1
17420,1
17421,8
17422,5
17423,5
17424,5
17425,5
17426,8
17427,8
17428,2
17429,2 8
17430,2 8
17431,5
17432,2 5
17433,2 5
17434,5
17435,5
17436,5
17437,2 3 7 9
17438,3 9
17439,7
17440,8
17441,9
17442,9
17443,9
17444,9
17445,9
17446,9
17447,6
17448,6
17449,2
17450,2
17451,5
17452,5
17453,5
17454,5
17455,5
17456,3 5
17457,5 7
17458,7
17459,0
17460,0
17461,0
17462,0
17463,0
17464,3
17465,3
17466,2 5
17467,2 5
17468,2
17469,5 8
17470,8
17471,2
17472,2
17473,2
17474,3
17475,3
17476,9
17477,2
17478,2
17479,2
17480,2
17481,3 5
17482,9
17483,2 5
17484,5
17485,1
17486,1
17487,0
17488,0
17489,0
17490,0
17491,8
17492,3
17493,3
17494,3 8
17495,2
17496,2
17497,8
17498,8
17499,7
17500,7
17501,7
17502,7
17503,1 5
17504,5
17505,5
17506,6
17507,2
17508,5 6
17509,5 6
17510,5 6
17511,2
17512,5
17513,0
17514,0
17515,3
17516,9
17517,5 9
17518,9
17519,9
17520,9
17521,9
17522,9
17523,1 5
17524,5
17525,5
17526,2
17527,2
17528,7
17529,7
17530,5 7
17531,2 5 7
17532,7
17533,0 6
17534,0
17535,0 1
17536,5
17537,5
17538,5
17539,5
17540,5
17541,5
17542,1
17543,1
17544,5
17545,2
17546,3 8
17547,8
17548,5
17549,5
17550,5
17551,5
17552,5
17553,8
17554,2
17555,1 5 6
17556,1
17557,5
17558,5
17559,3 5
17560,2
17561,2
17562,5
17563,0
17564,5
17565,5
17566,5
17567,2
17568,2
17569,2 5
17570,2
17571,2
17572,2
17573,2
17574,2
17575,5
17576,5 9
17577,5 9
17578,5
17579,5
17580,5
17581,7
17582,7
17583,6
17584,6
17585,2 6
17586,2 5
17587,5
17588,2 5
17589,3 5
17590,3 5
17591,2
17592,2
17593,5
17594,5
17595,5
17596,5
17597,3
17598,3
17599,3
17600,3
17601,3
17602,3
17603,5
17604,5
17605,5
17606,5
17607,5
17608,3 5 8
17609,3
17610,3
17611,5
17612,5
17613,5
17614,5
17615,5
17616,8
17617,8
17618,8
17619,8
17620,8
17621,8
17622,3 8
17623,3 8
17624,5 8
17625,2
17626,2
17627,2
17628,9
17629,9
17630,5
17631,5
17632,5
17633,5
17634,5
17635,5
17636,5
17637,5
17638,5
17639,5
17640,5
17641,5
17642,5 6
17643,5
17644,2
17645,2
17646,2
17647,2
17648,2 5
17649,9
17650,9
17651,9
17652,9
17653,9
17654,5 8
17655,8
17656,8
17657,5
17658,2 5 9
17659,1
17660,1
17661,1
17662,1
17663,1
17664,5
17665,5
17666,5
17667,5
17668,5
17669,5 8
17670,8
17671,8
17672,8
17673,8
17674,8
17675,3
17676,5
17677,5
17678,8
17679,8
17680,8
17681,8
17682,2
17683,2
17684,2
17685,2
17686,2
17687,2
17688,0
17689,5
17690,5
17691,8
17692,8
17693,8
17694,8
17695,8
17696,8
17697,8
17698,8
17699,8
17700,3 8
17701,2
17702,2
17703,2
17704,3
17705,3
17706,3
17707,3
17708,1 3
17709,3
17710,3
17711,5
17712,3
17713,5
17714,5
17715,5
17716,2
17717,2
17718,2
17719,5
17720,5
17721,5
17722,5
17723,5
17724,5
17725,5
17726,5
17727,5
17728,5
17729,5
17730,5
17731,5
17732,5
17733,5
17734,5
17735,5
17736,5
17737,5
17738,5
17739,8
17740,8
17741,5 8
17742,0
17743,0
17744,6
17745,6
17746,2 5
17747,5
17748,5
17749,2
17750,3
17751,3
17752,3
17753,5
17754,5 6 9
17755,9
17756,9
17757,9
17758,5 9
17759,3
17760,3
17761,3
17762,3
17763,3
17764,3
17765,3
17766,1
17767,1
17768,1
17769,1
17770,1
17771,1
17772,1
17773,5
17774,5
17775,5
17776,5
17777,5
17778,5
17779,2 5
17780,3
17781,3
17782,1
17783,1
17784,2
17785,2
17786,5
17787,5
17788,3
17789,5
17790,5
17791,5
17792,3
17793,3
17794,5
17795,5
17796,5
17797,3
17798,3
17799,3
17800,5
17801,5
17802,5
17803,5
17804,5
17805,8
17806,2 5
17807,2 5
17808,2 5
17809,5
17810,5
17811,5
17812,5
17813,5
17814,5
17815,5
17816,5
17817,5
17818,5
17819,5
17820,5
17821,5
17822,5
17823,5
17824,5
17825,2
17826,7
17827,7
17828,7
17829,5
17830,5
17831,5
17832,5
17833,5
17834,5
17835,5
17836,5
17837,5
17838,5
17839,5
17840,7
17841,7
17842,7
17843,3
17844,7
17845,7
17846,2
17847,2 5
17848,2
17849,2
17850,2
17851,2
17852,2
17853,2
17854,2
17855,6
17856,6
17857,5
17858,5
17859,5
17860,2
17861,3
17862,3
17863,3
17864,3
17865,3
17866,5
17867,1 2 3 5
17868,3 5
17869,1
17870,1
17871,1
17872,1
17873,2
17874,2
17875,5
17876,5
17877,5
17878,6
17879,6
17880,0
17881,2
17882,2
17883,2
17884,2
17885,3 8
17886,8
17887,8
17888,5
17889,5
17890,1
17891,1
17892,5
17893,5
17894,5 8
17895,5 8
17896,3 5 8
17897,3
17898,3
17899,3
17900,3
17901,5
17902,5 9
17903,5
17904,2
17905,2 7
17906,3
17907,3
17908,3
17909,3
17910,3 8
17911,5
17912,2
17913,2
17914,2
17915,2
17916,3
17917,3
17918,3
17919,8
17920,8
17921,3
17922,3
17923,3
17924,3
17925,3
17926,2
17927,0 1
17928,0 1
17929,0 1
17930,0 1
17931,1
17932,1
17933,1
17934,0 1
17935,1
17936,5
17937,5
17938,5
17939,5
17940,2
17941,2
17942,5
17943,1 7
17944,1 7
17945,7
17946,5
17947,5
17948,5
17949,5
17950,5
17951,2
17952,2
17953,3
17954,1 3
17955,9
17956,9
17957,9
17958,9
17959,9
17960,1 6
17961,2 3
17962,2
17963,5 7
17964,5
17965,0
17966,5
17967,5
17968,7
17969,7
17970,2
17971,2 9
17972,2
17973,2
17974,2
17975,2
17976,5
17977,5
17978,5
17979,5
17980,5
17981,5
17982,5
17983,5
17984,3 6
17985,6
17986,3 6
17987,5
17988,5
17989,5
17990,5
17991,5
17992,5
17993,5
17994,5
17995,5
17996,5
17997,5
17998,1
17999,1
18000,5
18001,5
18002,5
18003,5
18004,5
18005,5
18006,5
18007,5
18008,2
18009,2
18010,3 5
18011,3 5
18012,7
18013,7
18014,7
18015,5 7
18016,7
18017,5
18018,5
18019,2
18020,2
18021,2
18022,2
18023,2
18024,7
18025,7
18026,7
18027,2
18028,2
18029,2
18030,2
18031,3
18032,3
18033,3
18034,3
18035,6
18036,6
18037,6
18038,5
18039,5
18040,8
18041,2 8
18042,2
18043,2
18044,2
18045,2
18046,7
18047,7
18048,5
18049,2 5
18050,5
18051,5
18052,2
18053,3
18054,3
18055,3
18056,3
18057,3
18058,5
18059,8
18060,8
18061,8
18062,8
18063,2
18064,2
18065,2
18066,2
18067,2
18068,2 5
18069,5
18070,7 9
18071,3
18072,9
18073,9
18074,5
18075,5
18076,1
18077,1
18078,1
18079,2
18080,2
18081,2
18082,5
18083,5
18084,2 5 8
18085,5 6
18086,5
18087,5
18088,5
18089,5
18090,5
18091,5
18092,5
18093,6
18094,6
18095,6
18096,3
18097,3
18098,3 8
18099,2
18100,5
18101,3
18102,5
18103,5
18104,5 7
18105,9
18106,9
18107,9
18108,9
18109,9
18110,6
18111,1
18112,1
18113,1
18114,1
18115,6
18116,3 6
18117,2 5
18118,5
18119,5
18120,2
18121,2
18122,2
18123,2
18124,2 5 9
18125,2 9
18126,3 5 8
18127,8
18128,8
18129,8
18130,8
18131,5
18132,5
18133,5
18134,5
18135,5
18136,5
18137,2
18138,2
18139,2
18140,2 5
18141,3 8
18142,3 8
18143,7
18144,7
18145,8
18146,3
18147,2 3 5 7
18148,2 5
18149,5
18150,5
18151,5
18152,5
18153,5
18154,3 8
18155,5 9
18156,9
18157,5
18158,2 5
18159,1
18160,1
18161,3 7
18162,3 7
18163,3 7
18164,3 7
18165,3 7
18166,3 7
18167,5
18168,3
18169,3
18170,3
18171,5
18172,5
18173,5
18174,5
18175,9
18176,5
18177,5
18178,5
18179,5
18180,0
18181,0
18182,3 7 8
18183,7
18184,7
18185,7
18186,7
18187,2
18188,1
18189,1
18190,8
18191,3 8
18192,8
18193,3 5 8
18194,5
18195,5
18196,5
18197,5
18198,5
18199,5
18200,5
18201,5
18202,3
18203,3
18204,1
18205,1
18206,3
18207,3 5
18208,3
